"","id","proximity","affiliative","agonistic"
"1",6814,-0.921163130407987,-0.3378930992515,-0.990132289197389
"2",6818,-0.889339887046939,0.546303054665337,-0.623270524674054
"3",6819,-0.751439165815728,-0.37547530046765,-0.990132289197389
"4",6820,-0.507460966714356,-0.375635191401355,-0.990132289197389
"5",6825,0.680606785431459,1.12129852267814,0.110453004372617
"6",6833,2.2823767012709,2.61105640054955,0.477314768895952
"7",6837,-0.921163130407987,-0.405865479243678,-0.990132289197389
"8",6838,1.10491669691211,1.30764757169522,2.67848535603596
"9",6846,0.309335612885892,-0.351824244283955,-0.623270524674054
"10",6862,-0.921163130407987,-0.416236576085,-0.990132289197389
"11",6879,-0.921163130407987,-0.417101293416805,-0.623270524674054
"12",6888,-0.687792679093631,-0.354114231261887,0.477314768895952
"13",6901,0.574529307561297,0.506629266658659,-0.623270524674054
"14",6905,-0.921163130407987,-0.421382503841344,-0.990132289197389
"15",6911,0.500275073052183,-0.369868699609563,-0.256408760150718
"16",6929,0.436628586330086,-0.374947357826648,-0.990132289197389
"17",6936,0.988231471254928,-0.0495012868505885,1.94476182698929
"18",6937,-0.868124391472906,-0.356986014748866,-0.990132289197389
"19",6938,-0.804477904750809,-0.0175840634632807,-0.990132289197389
"20",6993,-0.63475394015855,0.342765641159001,1.57790006246596
"21",6995,-0.762046913602744,-0.416305946407712,0.110453004372617
"22",7007,-0.899947634833955,-0.396908741089306,-0.990132289197389
"23",7010,0.394197595182021,-0.356511948204217,1.21103829794262
"24",7016,-0.889339887046939,-0.4206799519318,-0.623270524674054
"25",7021,-0.422598984418226,-0.338805890113863,-0.256408760150718
"26",7025,-0.921163130407987,-0.423352407113081,-0.256408760150718
"27",7027,-0.54989195786242,-0.354518237467779,-0.256408760150718
"28",7028,0.738949398260048,0.789694054688022,0.844176533419288
"29",7029,-0.804477904750809,-0.36224754020322,-0.990132289197389
"30",7031,-0.645361687945566,-0.386989074901358,-0.990132289197389
"31",7032,-0.921163130407987,-0.423352407113081,-0.256408760150718
"32",7033,-0.868124391472906,-0.37242745802018,1.21103829794262
"33",7038,-0.443814479992258,-0.377120647488616,-0.256408760150718
"34",7040,1.15265156195368,-0.338470561701253,-0.990132289197389
"35",7045,-0.433206732205242,-0.414717132341107,0.844176533419288
"36",7047,0.0335341704234705,-0.423352407113081,-0.623270524674054
"37",7053,3.60834517464793,0.0213880731358774,0.477314768895952
"38",7055,1.46558012167066,-0.2684343472507,-0.256408760150718
"39",7056,-0.921163130407987,-0.197466075217749,-0.990132289197389
"40",7059,0.139611648293633,-0.15439514331642,0.110453004372617
"41",7060,0.616960298709361,0.0993380093831459,-0.256408760150718
"42",7064,0.0335341704234705,-0.381104344081415,-0.990132289197389
"43",7065,-0.921163130407987,-0.321560205717604,-0.990132289197389
"44",7072,0.701822281005491,3.75175275865921,2.67848535603596
"45",7073,-0.687792679093631,-0.245809209118673,0.477314768895952
"46",7078,1.77320480749413,-0.387413563876311,0.110453004372617
"47",7079,2.07022174553058,-0.313106395486061,0.844176533419288
"48",7080,-0.0937588030207239,-0.38543025734575,-0.623270524674054
"49",7083,0.298727865098876,-0.37270447633144,-0.623270524674054
"50",7084,-0.613538444584518,-0.387411166714631,-0.623270524674054
"51",7085,-0.136189794168789,-0.422912470654709,-0.990132289197389
"52",7088,-0.369560245483145,-0.330397337777352,0.844176533419288
"53",7091,-0.921163130407987,-0.420138861709695,-0.990132289197389
"54",7095,0.945800480106864,-0.403945070272578,-0.990132289197389
"55",7098,0.107788404932584,-0.384090809734787,0.477314768895952
"56",7099,-0.581715201223469,-0.30301792050914,0.110453004372617
"57",7100,-0.687792679093631,-0.422265266019202,-0.623270524674054
"58",7102,0.362374351820973,-0.405627454942656,0.477314768895952
"59",7103,-0.518068714501372,-0.285952263923362,-0.623270524674054
"60",7107,0.224473630589762,0.0523398694118494,0.844176533419288
"61",7108,-0.921163130407987,-0.373477312735946,-0.990132289197389
"62",7110,-0.624146192371534,-0.410792438269263,-0.256408760150718
"63",7114,-0.687792679093631,-0.270639082700918,-0.623270524674054
"64",7115,1.85806678979026,3.32416316960151,1.21103829794262
"65",7117,0.372982099607989,-0.120045252823556,1.21103829794262
"66",7125,0.797292011088637,5.27238350710318,1.94476182698929
"67",7130,-0.921163130407987,-0.367519433277077,-0.990132289197389
"68",7132,-0.0407200640856429,-0.396020349872417,-0.623270524674054
"69",7135,1.5610498517538,0.323806626787646,1.57790006246596
"70",7136,0.447236334117102,-0.283830896772657,1.21103829794262
"71",7138,1.15795543584719,-0.318703793895427,-0.256408760150718
"72",7140,0.64878354207041,-0.149709888916813,-0.256408760150718
"73",7141,-0.878732139259923,-0.400660912937655,-0.256408760150718
"74",7145,-0.921163130407987,-0.404071783283802,-0.623270524674054
"75",7149,-0.868124391472906,-0.404866553387335,-0.990132289197389
"76",7166,1.22160192256928,3.80471585100829,1.57790006246596
"77",7167,-0.804477904750809,-0.338159724133249,0.844176533419288
"78",7169,0.0865729093585515,-0.367605349710582,2.67848535603596
"79",7170,0.404805342969037,0.103869364747586,0.844176533419288
"80",7171,1.86867453757727,1.91043606237329,1.21103829794262
"81",7175,1.04127021019001,-0.408261621777021,-0.256408760150718
"82",7183,2.91884156849188,-0.084259624896951,2.31162359151263
"83",7186,-0.921163130407987,-0.411886490690162,0.477314768895952
"84",7191,-0.921163130407987,-0.404738666356545,-0.990132289197389
"85",7192,0.107788404932584,-0.336941716252448,-0.256408760150718
"86",7193,-0.804477904750809,0.225881146854302,0.844176533419288
"87",7194,1.70955832077203,-0.261268434653556,1.21103829794262
"88",7196,-0.921163130407987,-0.420872015903776,-0.990132289197389
"89",7197,-0.401383488844194,-0.399135178503547,0.477314768895952
"90",7198,0.0335341704234705,-0.407131096537726,-0.623270524674054
"91",7199,-0.899947634833955,-0.353565565682907,0.110453004372617
"92",7200,-0.560499705649437,-0.411441533441244,-0.990132289197389
"93",7202,-0.921163130407987,-0.386505900785231,-0.990132289197389
